reaction_name,reaction_count,reaction_users_count,message,user_id,channel
rolling_on_the_floor_laughing,13,"U03U9EJR362,U03UFV7HFNF,U03UJKJGRAQ,U03UJH1EQQL,U03UG5VFN03,U03UHB8CXDY,U03UUR571A5,U03UJGP0C68,U03UVHCV6KB,U03UG4Q7V42,U03V5Q9N516,U03UAKATQ22,U03UD5B7C3X","*I would put my extra eye on one finger, so that i should be pointing it wherever i want, even in the small hole,* 
:grinning:",U03V1AM5TFA,all-community-building
+1,13,"U03UUMR26Q1,U03U9EJR362,U03UH397319,U03UD68RQH3,U03UFV7HFNF,U03UG4Q7V42,U03U9FWPNCE,U03UG0YHAUT,U03U1HAG9TR,U03UVHCV6KB,U03UJN29Y4C,U03UD4FEDHB,U03UAKATQ22","<!channel> I'd like to welcome you all to this channel, which is primarily for sharing career related issues and exercises.
*Real-world job* and B*ecoming a peer mentor* are the two career exercises for the week 1. We'll have a tutorial session for the first exercise tomorrow at 10:30 UTC, and for the second exercise on Thursday, August 25 at 10:30 UTC. :clinking_glasses:",U03UL5LSTG9,all-career-exercises
rolling_on_the_floor_laughing,13,"U03UVHCV6KB,U03UUR571A5,U03U9EJR362,U03UHB8CXDY,U03UG4Q7V42,U03UH397319,U03UG5VFN03,U03UJGP0C68,U03UFV7HFNF,U03V6HMRPGQ,U03UD68RQH3,U03UJKJGRAQ,U03U1HAG9TR",meat that is even more raw <@U03UUR571A5>,U03U93GNNVB,all-community-building
fire,13,"U03UJGP0C68,U03UJGRN5E0,U03UG1Z21JP,U03U9EJR362,U03UG4Q7V42,U03U1HAG9TR,U03UD68RQH3,U03UJKJGRAQ,U03UFV7HFNF,U03UVHCV6KB,U03UG0YHAUT,U03UUR571A5,U03UG0SFHGT","*HOT SEAT ANNOUNCEMENT! <!here>*
_*Good morning all,*_
The long-awaited day/time is here……Guess whom we have in...
this is your only chance to ask all the questions you've been curious about without getting in trouble:rolling_on_the_floor_laughing:…use it wisely and let's make the seat very *hot! I repeat very hot like a hito, like a bomb*:boom:
We are *MORE THAN* happy to announce today's Hotseat Guest.
We are very proud to Host  our very OWN  <@U03U93GNNVB>",U03V1AM5TFA,all-community-building
raised_hands,12,"U03UD68RQH3,U03UG32J3PC,U03UJGRN5E0,U03UG0SFHGT,U03V61VGQG0,U03U1J51VFZ,U03U1FNPEUX,U03V6HMRPGQ,U03TT5KEYCF,U03UG5VFN03,U03UFV7HFNF,U03TEPYRM2P","<@U03UJGP0C68> <@U03UUR571A5> <@U03V785NLSU> presented to Olutosin and killed it.  He was super impressed.

Big congrats to all of you guys.",U03U93GNNVB,all-week9
sob,12,"U03UD5B7C3X,U03UJN29Y4C,U03UG4Q7V42,U03UJKJGRAQ,U03UH397319,U03UVHCV6KB,U03UJH1EQQL,U03UJGRN5E0,U03UAKATQ22,U03U1HAG9TR,U03U1FNPEUX,U03V785NLSU","What’s worse than biting into an apple and discovering a worm?
Biting into an apple and discovering half a worm.",U03UJGP0C68,all-community-building
rolling_on_the_floor_laughing,12,"U03UUR571A5,U03UG32J3PC,U03UD4FEDHB,U03UFV7HFNF,U03U1J51VFZ,U03U1HAG9TR,U03UG4Q7V42,U03V785NLSU,U03UG0SFHGT,U03UD5B7C3X,U03V6HMRPGQ,U03U9DB7REG","Morning standup
10Academy: how are you doing so far?
me: fine
my project:",U03UD68RQH3,all-community-building
+1,12,"U03UFV7TUTV,U03U1HAG9TR,U03UFV7HFNF,U03U9EJR362,U03UJGFG2HJ,U03U1FNPEUX,U03UHB8CXDY,U03UUMR26Q1,U03UG32J3PC,U03UG4Q7V42,U03UG1Z21JP,U03UKGSDGSG","Hi all, looking forward to starting together, tomorrow",U03U93GNNVB,all-community-building
clap,12,"U03UG32J3PC,U03UJGP0C68,U03UFV7HFNF,U03U9EJR362,U03UAKATQ22,U03UG1Z21JP,U03UH397319,U03UJGRN5E0,U03UUR571A5,U03UD4FEDHB,U03U1HAG9TR,U03U1J51VFZ","NEWS NEWS *<!here>*........:drum_with_drumsticks::drum_with_drumsticks:Drumrolls for the recipients of GOLDEN BADGES for the week - This is based on the WEEK 3 and week 4 data:medal:!:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: Please say congrats to each of these colleagues!

*CONGRATULATION TO,*
*WEEK 4 GOLDEN BADGES _RECEPIENTS_* :medal:_*!*_:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: 
================================
<@U03U1HAG9TR> <@U03UUR571A5> <@U03UJH1EQQL> <@U03UVHCV6KB>

**************************************************************************************************************
*************************************************************************************************************
******************************************************************************************************************
  *WEEK 4 GOLDEN BADGES _RECEPIENTS_* :medal:_*!*_:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: 
================================
<@U03UUR571A5> <@U03UJGRN5E0> <@U03V61VGQG0> <@U03UH397319> <@U03UFV7HFNF>",U03V1AM5TFA,all-community-building
rolling_on_the_floor_laughing,12,"U03U1FNPEUX,U03V1AM5TFA,U03U1HAG9TR,U03UG4Q7V42,U03UH397319,U03UHB8CXDY,U03UG1Z21JP,U03UVHCV6KB,U03UJKJGRAQ,U03UJGP0C68,U03UUR571A5,U03UG0YHAUT","2- my direct manager asked me to train the model, and I took the laptop to the gem",U03V6HMRPGQ,all-community-building
raised_hands,12,"U03UG32J3PC,U03UD68RQH3,U03UJKJGRAQ,U03TEPYRM2P,U03UJH1EQQL,U03UFV7HFNF,U03UVHCV6KB,U03V6HMRPGQ,U03UJGP0C68,U03UG0SFHGT,U03UD4FEDHB,U03UG0YHAUT","*NEWS NEWS* *<!here>*........:drum_with_drumsticks::drum_with_drumsticks:
Drumrolls for the recipients of *GOLDEN BADGES* for the week(Week 8) -
This is based on the *WEEK 8 data*:medal:!:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: Please say congrats to each of these colleagues!
HAVE A GREAT WEEKEND",U03V1AM5TFA,all-community-building
raised_hands,12,"U03UVHCV6KB,U03UG0SFHGT,U03U1FNPEUX,U03U1J51VFZ,U03UG5VFN03,U03UG0YHAUT,U03UD4FEDHB,U03UJGP0C68,U03TEPYRM2P,U03UG1Z21JP,U03UD68RQH3,U03UFV7HFNF",":male-student::no_entry:*GRADUATION CEREMONY <!here>* :no_entry::student:

                                    *COUNTDOWN* :two: *DAYS TO GO*:boom:
**************************************************************************************
Dear Trainee,
*2 days* to the graduation day, please see some important announcements regarding the ceremony below;

1. The date and time of the graduation ceremony are Thursday*, 17th November 2022, from 2.00 - 3.00 pm UTC*. Please be logged on 10 minutes before the start to sort any technical issues on time. <http://meet.google.com/ysb-kjdn-hpp|meet.google.com/ysb-kjdn-hpp>
2. The agenda for the graduation ceremony will be shared soon
3. Let us find *stable internet* during the ceremony.
4. Prepare to have our *cameras* on but your MIC should be on mute at all times unless when you are speaking during the ceremony.
5. The dress code is *traditional/ African*. Please try as much as possible to dress up in traditional wear that represents your country or culture.
6. For any graduation posts that you do on your social media, please tag 10 Academy and use the following hashtags: *#Batch6Graduation #10AcademyGraduation.*
7. Feel free to invite 1 or 2 family/friends to the ceremony
8. Reach out to <@U03T89ACUUW> , <@U03TEPYRM2P> or <@U03V1AM5TFA> 10 Academy for any graduation-related inquiries.
*Other than that, Have a nice day!*
*_____________________________________________________________________________*",U03V1AM5TFA,all-broadcast
raised_hands,11,"U03UD68RQH3,U03UG32J3PC,U03U1HAG9TR,U03UUR571A5,U03UVHCV6KB,U03UD4FEDHB,U03UHB8CXDY,U03U1FNPEUX,U03UAKATQ22,U03V785NLSU,U03UJH1EQQL","The hotseat was really hot :fire::fire:.
Thank you all :pray:.",U03UFV7HFNF,all-community-building
rolling_on_the_floor_laughing,11,"U03UJGP0C68,U03UUR571A5,U03V785NLSU,U03U1HAG9TR,U03UD5B7C3X,U03UG4Q7V42,U03UG0SFHGT,U03UJH1EQQL,U03V6HMRPGQ,U03UFV7HFNF,U03U1J51VFZ","&gt; me to midjourney: /imagine a good looking man dressed well, standing besides a smiling mule             mj:
",U03U1FNPEUX,all-community-building
joy,11,"U03UJKJGRAQ,U03UFV7TUTV,U03UUMM7Y8H,U03UG1RTXAP,U03U9EJR362,U03U1J51VFZ,U03T89ACUUW,U03UFV7HFNF,U03UJN29Y4C,U03UG32J3PC,U03UVHCV6KB",fav sport= sleep,U03V785NLSU,all-community-building
rolling_on_the_floor_laughing,11,"U03U9EJR362,U03UJGP0C68,U03U1HAG9TR,U03UG0SFHGT,U03UJKJGRAQ,U03UUR571A5,U03UUS0MZCZ,U03UVHCV6KB,U03UJN29Y4C,U03UFV7HFNF,U03UG4Q7V42","After every question of <@U03UVHCV6KB> there is a line ""just out of curiosity""",U03UG32J3PC,all-community-building
joy,11,"U03UJKJGRAQ,U03U1FNPEUX,U03UUR571A5,U03V61VGQG0,U03UG4Q7V42,U03V6HMRPGQ,U03UD68RQH3,U03U1HAG9TR,U03UG0SFHGT,U03UG1Z21JP,U03UVHCV6KB",I don't think we'll notice any difference since their service is already terrible.,U03UUP56MDF,all-week11
joy,11,"U03UG1Z21JP,U03V5Q9N516,U03UG32J3PC,U03UG4Q7V42,U03U1HAG9TR,U03UUS0MZCZ,U03U9EJR362,U03UJGP0C68,U03T89ACUUW,U03U1FNPEUX,U03UJN29Y4C","Can i tag some people here:grinning:
<@U03UG4Q7V42> <@U03UUS0MZCZ> <@U03UJN29Y4C> All internet people from Ethiopia  Including <@U03V5Q9N516> what about you <@U03V785NLSU> :man-running:",U03V1AM5TFA,all-community-building
joy,11,"U03UJGP0C68,U03U1FNPEUX,U03UG32J3PC,U03U9EJR362,U03UG0YHAUT,U03UG0SFHGT,U03UG4Q7V42,U03UJGRN5E0,U03UH397319,U03V6HMRPGQ,U03V785NLSU",Zookeeper,U03UUR571A5,all-community-building
rolling_on_the_floor_laughing,11,"U03UJGP0C68,U03V6HMRPGQ,U03UD68RQH3,U03UG4Q7V42,U03UG0SFHGT,U03UFV7HFNF,U03V5Q9N516,U03U9EJR362,U03UVHCV6KB,U03UHB8CXDY,U03U1HAG9TR",3 things I definitely don't want my boyfriend to know about are: my 3 other boyfriends.,U03UJKJGRAQ,all-community-building
white_check_mark,11,"U03UJGP0C68,U03UJKJGRAQ,U03UG1Z21JP,U03U1FNPEUX,U03U1J51VFZ,U03UG4Q7V42,U03UG32J3PC,U03UH397319,U03UG0YHAUT,U03UJN29Y4C,U03UFV7HFNF","*UPDATE ON WEEK 9 ACTIVITIES*
<!channel> this is to formally inform you all that 48hrs (today and tomorrow) health break has been granted to all trainees . Therefore, all activities scheduled for today and tomorrow have been cancelled. 

Moving forward, all activities will resume on Wednesday, 19 Oct. we expect all trainees to resume fresh, energetic and inspired. It is essential to note that interim and final submissions will due on Friday and Sunday respectively. I’ll share the updated schedule here as soon as possible.

Interestingly, next week activities will commence on Tuesday, 25 October as Monday is another health break for you. 

Ensure you utilize these days to refresh, rest well and take break off your screen. We’ll be looking forward to having recharged version of you on Wednesday . Enjoy :blush: ",U03TEPYRM2P,all-broadcast
joy,11,"U03U9EJR362,U03UG4Q7V42,U03UJGP0C68,U03UG0SFHGT,U03UHB8CXDY,U03UD68RQH3,U03U1HAG9TR,U03V785NLSU,U03T89ACUUW,U03UH397319,U03UJN29Y4C","I got an aha moment,
I  was worried about <@U03V1AM5TFA> and <@U03T89ACUUW> told us the reason, then I say aha...... :rolling_on_the_floor_laughing:",U03UG32J3PC,all-community-building
+1,11,"U03UG32J3PC,U03UG4Q7V42,U03UG5VFN03,U03UVHCV6KB,U03UG1RTXAP,U03U1J51VFZ,U03U1FNPEUX,U03U9EJR362,U03UFV7TUTV,U03UD68RQH3,U03UH397319","Today's standup was so informative, we should have more of those.",U03V785NLSU,all-ideas
clap,11,"U03UG5VFN03,U03UJKJGRAQ,U03U1J51VFZ,U03UD68RQH3,U03UJGRN5E0,U03U1HAG9TR,U03UAKATQ22,U03UVHCV6KB,U03V6HMRPGQ,U03UJGP0C68,U03UG1Z21JP","*NEWS NEWS* *<!here>*........:drum_with_drumsticks::drum_with_drumsticks:
Drumrolls for the recipients of *GOLDEN BADGES* for the week(Week 8) -
This is based on the *WEEK 8 data*:medal:!:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: Please say congrats to each of these colleagues!
HAVE A GREAT WEEKEND",U03V1AM5TFA,all-community-building
rolling_on_the_floor_laughing,11,"U03UG4Q7V42,U03UG32J3PC,U03UJGP0C68,U03U1FNPEUX,U03U1J51VFZ,U03UJN29Y4C,U03UG0SFHGT,U03U9EJR362,U03UG0YHAUT,U03UAKATQ22,U03UUR571A5","`If Amanuel answer:`
`print Amanuel answer`
`else wait Amanuel answer`",U03V6HMRPGQ,all-community-building
joy,11,"U03UUR571A5,U03UG4Q7V42,U03V785NLSU,U03V6HMRPGQ,U03UD5B7C3X,U03U1FNPEUX,U03UD68RQH3,U03UG5VFN03,U03UJKJGRAQ,U03UG32J3PC,U03UG0SFHGT",DVC when I ask it where my data/file is,U03UJGP0C68,all-community-building
rolling_on_the_floor_laughing,11,"U03UJGP0C68,U03U1HAG9TR,U03UVHCV6KB,U03V5Q9N516,U03V6HMRPGQ,U03UHB8CXDY,U03UFV7HFNF,U03UH397319,U03U9EJR362,U03UG4Q7V42,U03UG1Z21JP",Not your phone power guys,U03V1AM5TFA,all-community-building
raised_hands,10,"U03UG32J3PC,U03UD68RQH3,U03V6HMRPGQ,U03UJGP0C68,U03UJH1EQQL,U03UVHCV6KB,U03UFV7HFNF,U03UG5VFN03,U03U1FNPEUX,U03UG1Z21JP","I am getting teary honestly. 

I am grateful for everyone one <!here> for a wonderful life-changing experience through out this whole training.
I am particularly grateful to 
• my teammates in (old) group 1: <@U03UG1Z21JP>, <@U03UVHCV6KB>, <@U03U9EJR362>, <@U03UJGP0C68> and <@U03UJH1EQQL>  for great badge-winning collaboration and a lot of joking and laughing.
• My current teammates in group 3: <@U03V6HMRPGQ>, <@U03U1GHT39V>, <@U03UG32J3PC>, <@U03V5Q9N516>  and <@U03UUP56MDF>
• I am grateful for <@U03U1FNPEUX> , <@U03UG5VFN03>  and <@U03V6HMRPGQ>  for making me feel less alone in the first days of the training
• Thanks for <@U03UH397319>, <@U03V785NLSU>   and <@U03UD68RQH3> for asking all the questions I want to ask, and slowing down the tutors when I am lost :sweat_smile:  .. thanks for <@U03UUR571A5> and <@U03UUS0MZCZ> for being such a great help and having answering questions on slack.
• I am crying now :sob:
• Thanks to all the tutors, specially <@U03U9DB7REG> and <@U03UP7V9Q57>  for being so patient and supportive
Really, I can continue writing for a while...I think every one here touched me one way or another. I will miss this days. I am forever grateful to have met all of you.",U03UJKJGRAQ,all-community-building
rolling_on_the_floor_laughing,10,"U03U1FNPEUX,U03UJKJGRAQ,U03U9EJR362,U03U1HAG9TR,U03UG0SFHGT,U03UJGP0C68,U03UG1Z21JP,U03UFV7HFNF,U03UH397319,U03UJGRN5E0",<@U03V1AM5TFA> pls post even independent challenge reminder we worried abt u,U03UHB8CXDY,all-community-building
rolling_on_the_floor_laughing,10,"U03UG4Q7V42,U03V6HMRPGQ,U03UD5B7C3X,U03UUR571A5,U03U9EJR362,U03UG0SFHGT,U03UAKATQ22,U03UG0YHAUT,U03UG32J3PC,U03U1HAG9TR",Satr wasr ,U03V6HMRPGQ,all-community-building
raised_hands,10,"U03U1FNPEUX,U03UG32J3PC,U03UJGRN5E0,U03UHB8CXDY,U03UH397319,U03UJH1EQQL,U03UFV7HFNF,U03UG0SFHGT,U03UVHCV6KB,U03UJKJGRAQ","I appreciate the entire <@U03TX2VN6H5>.
I wish all the best for the Batch 6 trainer
Grateful Friday for everyone! <!here>",U03U9EJR362,all-community-building
joy,10,"U03UUR571A5,U03UG0YHAUT,U03U1HAG9TR,U03V785NLSU,U03UG0SFHGT,U03UG4Q7V42,U03UH397319,U03UG32J3PC,U03UFV7HFNF,U03V6HMRPGQ",,U03UJGP0C68,all-community-building
raised_hand_with_fingers_splayed,10,"U03U1FNPEUX,U03UG32J3PC,U03UJGP0C68,U03V5Q9N516,U03UG0YHAUT,U03U1J51VFZ,U03UG1Z21JP,U03UFV7HFNF,U03UUR571A5,U03UG5VFN03",Who wants to know the secret to great interview skills?,U03U93GNNVB,all-career-exercises
joy,10,"U03V785NLSU,U03UUR571A5,U03UG0SFHGT,U03UVHCV6KB,U03U9EJR362,U03UJN29Y4C,U03U1FNPEUX,U03UFV7HFNF,U03UG4Q7V42,U03V5Q9N516","1. By bank account (she'll get a heart attack)
  2. loading...
3. loading...",U03UD68RQH3,all-community-building
raised_hands,10,"U03V5Q9N516,U03UG0YHAUT,U03UJGRN5E0,U03V6HMRPGQ,U03U1FNPEUX,U03UFV7HFNF,U03UD68RQH3,U03UVHCV6KB,U03UG0SFHGT,U03UJKJGRAQ","I know I was annoying and bothering all of you, but I don't mind I will continue doing that:rolling_on_the_floor_laughing:. You are amazing guys!",U03UG32J3PC,all-community-building
grinning,10,"U03UFV7HFNF,U03UG0YHAUT,U03U1FNPEUX,U03UG5VFN03,U03UVHCV6KB,U03UJGP0C68,U03UG4Q7V42,U03UD4FEDHB,U03T89ACUUW,U03UG1RTXAP","Q: What's the object-oriented way to become wealthy?
A: Inheritance",U03UD68RQH3,all-community-building
white_check_mark,10,"U03U1FNPEUX,U03UG32J3PC,U03UG0YHAUT,U03U9EJR362,U03UJGP0C68,U03UJGRN5E0,U03U1HAG9TR,U03UG1Z21JP,U03UJN29Y4C,U03UFV7HFNF","Hi Hi <!channel>
Congratulations once again :clinking_glasses:

A quick touch down to let you know we are moving seriously into the job search.
We will be sending out sprint invites next week Tuesday to only those with updated and error free application materials. So please work on them!

In addition, we need you all to improve your LinkedIn profile following this <https://docs.google.com/document/d/1U8l5TRQuvXMReO9pMC6Kc_yc6mRujoBeXdTvrg9lCyY/edit#bookmark=id.wie1uk81tn6m|guide> in the careers manual, please only share your materials for review  in the 4-way DM  review when you have applied the required changes/checklist.",U03TT5KEYCF,all-career-exercises
smiley,10,"U03U1FNPEUX,U03V1AM5TFA,U03UG32J3PC,U03UG0YHAUT,U03UFV7HFNF,U03U1HAG9TR,U03UG4Q7V42,U03V5Q9N516,U03UJH1EQQL,U03V785NLSU","first of all I am thankful for my laptop for handling all the hard work , working under pressure and always embarrassing me with deadlines, I want it to know that he is my last supporter and the vulnerable part of my life , I want to thank him for his long life battery",U03V6HMRPGQ,all-community-building
raised_hands,10,"U03UVHCV6KB,U03U9EJR362,U03UHB8CXDY,U03UJGRN5E0,U03UG1Z21JP,U03UFV7HFNF,U03UG0SFHGT,U03UG5VFN03,U03UH397319,U03U1HAG9TR","Q1 - Tell me about yourself (2-3 minutes)
Q2 - How did you get to your current status as a (MLEng, DataEng)
Q3 - Take me through a project that you are proud of
Q4 - 3-4 questions that you would ask them for the role/company

For Q1 - forget the job, tell them about you to start. Give them a why, if you have one. What is important to you.
• Your name in  full
• Where you live
• What you are doing right now
• What your university education was - which course. Mention notable courses and projects. Mention challenges as well, if any.
• Link to 10 Academy - why did you apply? How does it link to your future goals.
• Overview of what you learned at 10 Academy. Sprinkle in keywords on technologies that you have used. Look at the list of expertise keywords in the careers doc.
• You don't need to close it off with a 'hire me' - it's one part of the discussion.
• You should feel free to talk about things that you like. Your parents, kids, cats, neighbours....etc.
It's a summary of who you are and where you come from

For Q2 - Your background in MLEng and Data Eng
• Start with your university - which courses did you take that were relevant?
• Highlight your math and your algorithms and other related courses
• Talk about student projects or internships that were relevant - mention them in the frame of MLEng or DEng - what aspects of them were related
• Talk about 10 Academy and highlight 2-3 key projects that you are proud of, and which could be related to what the employer is interested in. If the job is NLP, talk about Speech to Text and especially the processing part.  If the job is ETL, talk about your pipeline buliding
• Talk about any self-learning including which resources you used
• Give a summary of your background at the end as it relates to the whole stack. So that you have some background in Data Eng, you have worked on different models, you have deep expertise in Python and SQL, you have done some CI/CD and ML DevOps, visualization and reporting. Tie it together and show that you know where your expertise fits in the overall context.
Q3 - Be ready to walk them through a project that is relevant, in a lot of detail.
• Have your notebook clean and ready to present and walk though.
• Be ready to explain approaches you took
• Be ready to explain why you chose one approach over other approaches
• Be ready to talk about things that you realize you didn't do as well as you could have
• Be ready to talk about things that you would have implemented, given the time
• Be ready to talk about where you would take the project next
Q4 - Prepare questions for the company and the role
• This is one of the most important things - it’s your opportunity to showcase the type of thinker that you are.
• Ask meaningful questions that you would be likely to ask if you started work and it was Day 1.
",U03U93GNNVB,all-career-exercises
clap,10,"U03UJKJGRAQ,U03UG1Z21JP,U03U1HAG9TR,U03UJGRN5E0,U03UG32J3PC,U03V785NLSU,U03UVHCV6KB,U03UFV7HFNF,U03TEPYRM2P,U03UHB8CXDY","*NEWS NEWS* *<!here>*........:drum_with_drumsticks::drum_with_drumsticks:
Drumrolls for the recipients of *GOLDEN BADGES* for the week(Week 9) -
This is based on the *WEEK 9 data*:medal:!:drum_with_drumsticks::drum_with_drumsticks::clap::confetti_ball: Please say congrats to each of these colleagues!
_________________________________________________
Writing and Presentation: <@U03V61VGQG0>
_________________________________________________
Visualizations: <@U03UG1Z21JP>
_________________________________________________
Quality of code: <@U03UUR571A5>
___________________________________________________
Innovative Approach to Analysis: <@U03UJGP0C68>
______________________________________________________
Community Engagement: <@U03UHB8CXDY>
_____________________________________________________
++++++++++++++++++++++++++++++++++++++++++

*MAKE YOUR SOCIAL MEDIA SHINE, JUST BRIGHT IT WITH THESE AMAZING POSTS.*
AND PLEASE IF YOU ARE POSTING DON'T FORGET TO *TAG* 10 Academy",U03V1AM5TFA,all-community-building
rolling_on_the_floor_laughing,10,"U03U1FNPEUX,U03UJGP0C68,U03U9EJR362,U03UUR571A5,U03UFV7HFNF,U03UJN29Y4C,U03UD68RQH3,U03UJGRN5E0,U03V6HMRPGQ,U03V785NLSU",<@U03V1AM5TFA> Can we give the answers in group? We have a group for this week project. We can use that. <@U03U1HAG9TR> is in our group,U03UG32J3PC,all-community-building
birthday,10,"U03UUR571A5,U03UDBUL7CL,U03UG1RTXAP,U03UJN29Y4C,U03UFV7TUTV,U03UG4Q7V42,U03UUMR26Q1,U03UFV7HFNF,U03UD5B7C3X,U03U1J51VFZ","Hello Community, Please join me to wish  our one and only *<@U03U1GHT39V>* a Happy Birthday:confetti_ball:. HAPPY BIRTHDAY TO YOU <@U03U1GHT39V> May you live long and have more amazing opportunities.",U03V1AM5TFA,all-community-building
